O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Vidhan_Sabha_Name,Rank
5,Kusumben Sureshkumar Rathod,Independent,333,2,335,0.17,Gujarat-Kadi -24,9.0
1,Chavda Meghjibhai Amarabhai,Bharatiya Janata Party,58788,504,59292,45.22,Gujarat-Kalavad -76,1.0
4,Dr. Jignesh Solanki,Aam Aadmi Party,42991,451,43442,33.13,Gujarat-Kalavad -76,2.0
3,Pravin Narashibhai Musadiya,Indian National Congress,24159,178,24337,18.56,Gujarat-Kalavad -76,3.0
6,Nota,None of the Above,2108,19,2127,1.62,Gujarat-Kalavad -76,4.0
2,Chouhan Mahendra Dineshbhai,Bahujan Samaj Party,1248,8,1256,0.96,Gujarat-Kalavad -76,5.0
5,Chauhan Pravinbhai Danabhai,Independent,664,1,665,0.51,Gujarat-Kalavad -76,6.0
2,Fatesinh Vakhatsinh Chauhan,Bharatiya Janata Party,140983,703,141686,75.03,Gujarat-Kalol -127,1.0
1,Prabhatsinh Pratapsinh Chauhan,Indian National Congress,25859,148,26007,13.77,Gujarat-Kalol -127,2.0
8,Dineshbhai Kanubhai Baria,Aam Aadmi Party,9192,201,9393,4.97,Gujarat-Kalol -127,3.0
12,Nota,None of the Above,3981,11,3992,2.11,Gujarat-Kalol -127,4.0
11,Vankar Dahyabhai Jesingbhai,Independent,2475,2,2477,1.31,Gujarat-Kalol -127,5.0
3,Vaghela Satishkumar Rameshbhai,Bahujan Samaj Party,1505,2,1507,0.8,Gujarat-Kalol -127,6.0
9,Jadav Devendrasinh Vaghsinh,Independent,870,6,876,0.46,Gujarat-Kalol -127,7.0
10,Punamchand Madabhai Harijan,Independent,873,3,876,0.46,Gujarat-Kalol -127,7.0
4,Chauhan Vijaysinh Magansinh,Garvi Gujarat Party,851,7,858,0.45,Gujarat-Kalol -127,9.0
7,Thakor Ramendrasinh Jashvantsinh,Praja Vijay Paksh,409,3,412,0.22,Gujarat-Kalol -127,10.0
6,Jadav Mahendrasinh Ramsinh,Lok Janshakti Party(Ram Vilas),408,3,411,0.22,Gujarat-Kalol -127,11.0
5,Jayeshkumar Shantubhai Rathod,Pachchasi Parivartan Samaj Party,345,3,348,0.18,Gujarat-Kalol -127,12.0
1,Thakor  Laxmanji Punjaji (Bakaji),Bharatiya Janata Party,85981,121,86102,49.41,Gujarat-Kalol -38,1.0
2,Baldevji Chanduji Thakor,Indian National Congress,80275,94,80369,46.12,Gujarat-Kalol -38,2.0
13,Nota,None of the Above,2391,3,2394,1.37,Gujarat-Kalol -38,3.0
4,Kantiji Atmaram Thakor (Jagirdar),Aam Aadmi Party,2051,18,2069,1.19,Gujarat-Kalol -38,4.0
3,Mahendrabhai Valjibhai  Solanki,Bahujan Samaj Party,938,2,940,0.54,Gujarat-Kalol -38,5.0
12,Vaghela  Rameshbhai  Devjibhai,Independent,905,0,905,0.52,Gujarat-Kalol -38,6.0
11,Prajapati Kanaiyalal Keshavlal  (Kanubhai),Independent,321,1,322,0.18,Gujarat-Kalol -38,7.0
10,Patel Rajnikant Ambalal  (Bachukaka),Independent,286,0,286,0.16,Gujarat-Kalol -38,8.0
7,Upasak Mahendrasheel Somabhai (B.R.P.),Independent,233,0,233,0.13,Gujarat-Kalol -38,9.0
5,Thakor Bhupatsinh Khodaji,Garvi Gujarat Party,177,0,177,0.1,Gujarat-Kalol -38,10.0
8,Thakor Popatji Amaji,Independent,173,0,173,0.1,Gujarat-Kalol -38,11.0
9,Thakor Ramsangji Kantiji,Independent,170,0,170,0.1,Gujarat-Kalol -38,12.0
6,Hitendrabhai  Parejiya (Patel),Aadi Bharat Party,108,0,108,0.06,Gujarat-Kalol -38,13.0
3,Praful Pansheriya,Bharatiya Janata Party,185204,381,185585,56.07,Gujarat-Kamrej -158,1.0
6,Ram Dhaduk,Aam Aadmi Party,110501,387,110888,33.5,Gujarat-Kamrej -158,2.0
2,Nilesh Kumbhani,Indian National Congress,27424,87,27511,8.31,Gujarat-Kamrej -158,3.0
9,Nota,None of the Above,2278,13,2291,0.69,Gujarat-Kamrej -158,4.0
7,Hemendrasinh Rathod,Bhartiya Tribal Party,1387,5,1392,0.42,Gujarat-Kamrej -158,5.0
1,Arunbhai Dhanjibhai Sakariya,Bahujan Samaj Party,1096,1,1097,0.33,Gujarat-Kamrej -158,6.0
4,Khushwah Sumanben Raveebhai,Sardar Vallabhbhai Patel Party,901,0,901,0.27,Gujarat-Kamrej -158,7.0
5,Dr. Dineshbhai Chhaganbhai Dhameliya,Real Democracy Party,729,2,731,0.22,Gujarat-Kamrej -158,8.0
8,Viradiya Piyush Hasmukhbhai,Independent,575,0,575,0.17,Gujarat-Kamrej -158,9.0
1,Amrutji Motiji Thakor,Indian National Congress,96137,487,96624,47.81,Gujarat-Kankrej -15,1.0
3,Vaghela Kirtisinh Prabhatsinh,Bharatiya Janata Party,90788,541,91329,45.19,Gujarat-Kankrej -15,2.0
4,Mukeshkumar Somalal Thakkar,Aam Aadmi Party,4965,96,5061,2.5,Gujarat-Kankrej -15,3.0
8,Nota,None of the Above,3805,6,3811,1.89,Gujarat-Kankrej -15,4.0
2,Maheshbhai Vershibhai Makavana,Bahujan Samaj Party,2136,3,2139,1.06,Gujarat-Kankrej -15,5.0
6,Chaudhari Babubhai Mahdevbhai,Independent,1240,2,1242,0.61,Gujarat-Kankrej -15,6.0
7,Thakor Gandaji Manaji,Independent,1050,1,1051,0.52,Gujarat-Kankrej -15,7.0
5,Rathod Mavji Bhemaji,Jan Sewa Driver Party,829,2,831,0.41,Gujarat-Kankrej -15,8.0
2,Zala Rajeshkumar Maganbhai,Bharatiya Janata Party,111240,796,112036,53.97,Gujarat-Kapadvanj -120,1.0
1,Kalabhai Raijibhai  Dabhi,Indian National Congress,79463,695,80158,38.62,Gujarat-Kapadvanj -120,2.0
5,Manubhai Ramabhai Patel,Aam Aadmi Party,8644,257,8901,4.29,Gujarat-Kapadvanj -120,3.0
6,Nota,None of the Above,3215,8,3223,1.55,Gujarat-Kapadvanj -120,4.0
3,Ajaykumar  Pravinsinh Solanki,Garvi Gujarat Party,2426,18,2444,1.18,Gujarat-Kapadvanj -120,5.0
4,Parmar Rahulkumar Hasmukhbhai,Praja Vijay Paksh,814,2,816,0.39,Gujarat-Kapadvanj -120,6.0
1,Jitubhai Harjibhai Chaudhari,Bharatiya Janata Party,90667,332,90999,42.64,Gujarat-Kaprada -181,1.0
2,Vasantbhai Barjulbhai Patel,Indian National Congress,57863,168,58031,27.19,Gujarat-Kaprada -181,2.0
5,Jayendrabhai Laxmanbhai Ganvit,Aam Aadmi Party,52611,557,53168,24.92,Gujarat-Kaprada -181,3.0
8,Nota,None of the Above,4016,4,4020,1.88,Gujarat-Kaprada -181,4.0
3,Vaichandbhai Lallubhai Patel,Bahujan Samaj Party,2538,7,2545,1.19,Gujarat-Kaprada -181,5.0
7,Gaurangkumar Rameshbhai Patel,Independent,1962,2,1964,0.92,Gujarat-Kaprada -181,6.0
4,Gurav Kamleshbhai Shravanbhai,Communist Party of India  (Marxist-Leninist)  (Liberation),1460,4,1464,0.69,Gujarat-Kaprada -181,7.0
6,Subhashbhai Radkabhai Patel,Rashtriya Samaj Paksha,1191,8,1199,0.56,Gujarat-Kaprada -181,8.0
1,Pravinbhai Manjibhai Ghoghari,Bharatiya Janata Party,60441,52,60493,67.67,Gujarat-Karanj -162,1.0
3,Manoj Sorathiya,Aam Aadmi Party,24438,81,24519,27.43,Gujarat-Karanj -162,2.0
2,Bharti Prakashbhai Patel,Indian National Congress,2950,4,2954,3.3,Gujarat-Karanj -162,3.0
9,Nota,None of the Above,755,1,756,0.85,Gujarat-Karanj -162,4.0
4,Ladumor Maheshbhai Kababhai (Ahir),Right to Recall Party,214,4,218,0.24,Gujarat-Karanj -162,5.0
8,Rameshbhai Parshotambhai Baraiya,Independent,149,0,149,0.17,Gujarat-Karanj -162,6.0
7,Arunbhai Mansukhlal Parmar,Independent,116,0,116,0.13,Gujarat-Karanj -162,7.0
5,Vaghela Dinesh,National Maha Sabha Party,93,0,93,0.1,Gujarat-Karanj -162,8.0
6,Anwar Hamid Shaikh,Independent,91,0,91,0.1,Gujarat-Karanj -162,9.0
1,Akshaykumar Ishvarbhai Patel,Bharatiya Janata Party,83378,370,83748,54.68,Gujarat-Karjan -147,1.0
2,Priteshkumar Janakbhai Patel (Pintu Patel Vemardi),Indian National Congress,57266,176,57442,37.5,Gujarat-Karjan -147,2.0
5,Paresh Patel(Vakil),Aam Aadmi Party,6475,112,6587,4.3,Gujarat-Karjan -147,3.0
7,Nota,None of the Above,2289,4,2293,1.5,Gujarat-Karjan -147,4.0
4,Ghansham Melsangbhai Vasava,Bhartiya Tribal Party,1491,17,1508,0.98,Gujarat-Karjan -147,5.0
3,Yusuf Vali Hasanali,Bahujan Samaj Party,805,1,806,0.53,Gujarat-Karjan -147,6.0
6,Ramanbhai Chimanbhai Vasava,Independent,773,2,775,0.51,Gujarat-Karjan -147,7.0
3,Vinodbhai Amarshibhai Moradiya,Bharatiya Janata Party,120342,163,120505,58.25,Gujarat-Katargam -166,1.0
5,Gopal Italia,Aam Aadmi Party,55713,165,55878,27.01,Gujarat-Katargam -166,2.0
2,Variya Kalpesh Harjivanbhai,Indian National Congress,26807,33,26840,12.97,Gujarat-Katargam -166,3.0
9,Nota,None of the Above,1521,8,1529,0.74,Gujarat-Katargam -166,4.0
1,Amitkumar Bikaram Singh,Bahujan Samaj Party,620,0,620,0.3,Gujarat-Katargam -166,5.0
4,Amarkumar Sureshbhai Lavne,Sarvodaya Bharat Party,588,1,589,0.28,Gujarat-Katargam -166,6.0
8,Sarakar Rajubhai Lakhabhai,Independent,318,0,318,0.15,Gujarat-Katargam -166,7.0
6,Akbar Liyakat Shahfakir,Independent,302,0,302,0.15,Gujarat-Katargam -166,8.0
7,Bapubhai Nanabhai Khalane,Independent,288,0,288,0.14,Gujarat-Katargam -166,9.0
1,Devabhai Punjabhai Malam,Bharatiya Janata Party,55407,395,55802,36.09,Gujarat-Keshod -88,1.0
2,Hirabhai Arjanbhai Jotva,Indian National Congress,50962,632,51594,33.36,Gujarat-Keshod -88,2.0
4,Chudasama  Ramajibhai Babubhai,Aam Aadmi Party,23985,512,24497,15.84,Gujarat-Keshod -88,3.0
5,Arvindbhai Keshavbhai Ladani,Independent,19086,188,19274,12.46,Gujarat-Keshod -88,4.0
8,Nota,None of the Above,1706,13,1719,1.11,Gujarat-Keshod -88,5.0
3,Antroliya Dhanabhai Munabhai,Vyavastha Parivartan Party,762,0,762,0.49,Gujarat-Keshod -88,6.0
7,Lalitkumar L. Dedaniya,Independent,609,2,611,0.4,Gujarat-Keshod -88,7.0
6,Alpeshkumar Chandulal Trambadiya,Independent,376,2,378,0.24,Gujarat-Keshod -88,8.0
1,Ayar Mulubhai Hardasbhai Bera,Bharatiya Janata Party,77305,529,77834,40.96,Gujarat-Khambhalia -81,1.0
4,Isudan Gadhvi,Aam Aadmi Party,58467,622,59089,31.1,Gujarat-Khambhalia -81,2.0
2,Ahir Vikrambhai Arjanbhai Maadam,Indian National Congress,44526,189,44715,23.53,Gujarat-Khambhalia -81,3.0
12,Nota,None of the Above,2569,13,2582,1.36,Gujarat-Khambhalia -81,4.0
10,Manjuben Karabhai Pingal,Independent,1249,1,1250,0.66,Gujarat-Khambhalia -81,5.0
3,Solanki Govind Hamirbhai,Bahujan Samaj Party,994,6,1000,0.53,Gujarat-Khambhalia -81,6.0
5,Chetariya Lakhubhai Lagdhirbhai,Gujarat Nav Nirman Sena,916,7,923,0.49,Gujarat-Khambhalia -81,7.0
11,Vala Hamir Makvana,Independent,796,1,797,0.42,Gujarat-Khambhalia -81,8.0
6,Bukhari Yakub Mohammad Hushen,All India Majlis-E-Ittehadul Muslimeen,733,4,737,0.39,Gujarat-Khambhalia -81,9.0
9,Nurmamad Jusab Pariyani,Independent,612,1,613,0.32,Gujarat-Khambhalia -81,10.0
8,Nangesh Karsan Jeshabhai,Independent,248,0,248,0.13,Gujarat-Khambhalia -81,11.0
7,Ibrahimbhai Amadbhai Ghavda,Independent,229,0,229,0.12,Gujarat-Khambhalia -81,12.0
1,Chiragkumar Arvindbhai Patel,Indian National Congress,68642,427,69069,43.53,Gujarat-Khambhat -108,1.0
3,Maheshkumar Kanaiyalal Raval (Mayur Raval),Bharatiya Janata Party,65073,285,65358,41.19,Gujarat-Khambhat -108,2.0
9,Chauhan Mahipatsinh Kesarisinh,Independent,9454,60,9514,6.0,Gujarat-Khambhat -108,3.0
7,Amarsinh Ramsinh Zala (Notary Advocate),Independent,3953,15,3968,2.5,Gujarat-Khambhat -108,4.0
12,Nota,None of the Above,2585,5,2590,1.63,Gujarat-Khambhat -108,5.0
8,Ambaliya Ranjitbhai Kehubhai,Independent,2574,5,2579,1.63,Gujarat-Khambhat -108,6.0
4,Arunkumar Kabhaibhai Gohil,Aam Aadmi Party,2468,46,2514,1.58,Gujarat-Khambhat -108,7.0
10,Vishnubhai Ratilal Chunara,Independent,1039,1,1040,0.66,Gujarat-Khambhat -108,8.0
2,Bhailalbhai Kalubhai Pandav,Bahujan Samaj Party,1020,2,1022,0.64,Gujarat-Khambhat -108,9.0
11,Sindha Rajendrasinh Mahobatsinh (Bapu),Independent,623,4,627,0.4,Gujarat-Khambhat -108,10.0
6,Patel Ronitkumar Ashokbhai,Pachchasi Parivartan Samaj Party,196,0,196,0.12,Gujarat-Khambhat -108,11.0
5,Patel  Krunalkumar Jasvantbhai,Rashtriya Hind Ekta Dal,181,1,182,0.11,Gujarat-Khambhat -108,12.0
2,Dr.Tushar Amarsinh Chaudhary,Indian National Congress,67050,299,67349,32.67,Gujarat-Khedbrahma -29,1.0
1,Ashvin Kotval,Bharatiya Janata Party,65256,429,65685,31.86,Gujarat-Khedbrahma -29,2.0
3,Gameti Bipinchandra Rupasibhai,Aam Aadmi Party,54630,960,55590,26.96,Gujarat-Khedbrahma -29,3.0
10,Nota,None of the Above,7320,11,7331,3.56,Gujarat-Khedbrahma -29,4.0
9,Shantilal Asari,Independent,2591,1,2592,1.26,Gujarat-Khedbrahma -29,5.0
4,Dabhi Savjibhai Lakhmabhai,Bhartiya Jan Parishad,2183,5,2188,1.06,Gujarat-Khedbrahma -29,6.0
8,Rameshkumar Ramjibhai Modiya,Independent,1883,3,1886,0.91,Gujarat-Khedbrahma -29,7.0
5,Pandor Ravajibhai Veljibhai,Bhartiya Tribal Party,1531,8,1539,0.75,Gujarat-Khedbrahma -29,8.0
7,Parmar Rakeshkumar Babubhai,Independent,1317,4,1321,0.64,Gujarat-Khedbrahma -29,9.0
6,Robinsonbhai Simonbhai Chauhan,Loktantrik Rashrtavadi Party,692,1,693,0.34,Gujarat-Khedbrahma -29,10.0
2,Sardarbhai Shamalbhai Chaudhary,Bharatiya Janata Party,55101,359,55460,36.3,Gujarat-Kheralu -20,1.0
1,Desai Mukeshkumar Monghjibhai,Indian National Congress,50680,816,51496,33.7,Gujarat-Kheralu -20,2.0
8,Ramsinhji Shankarji Thakor,Independent,36112,272,36384,23.81,Gujarat-Kheralu -20,3.0
9,Nota,None of the Above,2636,12,2648,1.73,Gujarat-Kheralu -20,4.0
4,Thakor Dineshji Hajurji,Aam Aadmi Party,2421,179,2600,1.7,Gujarat-Kheralu -20,5.0
6,Alok Hiralal Rai,Independent,2055,6,2061,1.35,Gujarat-Kheralu -20,6.0
3,Chauhan Mukeshsinh Dhirusinh,Garvi Gujarat Party,956,7,963,0.63,Gujarat-Kheralu -20,7.0
7,Rameshji Jivanji Thakor,Independent,823,1,824,0.54,Gujarat-Kheralu -20,8.0
5,Valjibhai Savjibhai Parmar,Log Party,348,3,351,0.23,Gujarat-Kheralu -20,9.0
1,Pradyuman Ganubhai Vaja,Bharatiya Janata Party,76734,1060,77794,51.38,Gujarat-Kodinar -92,1.0
2,Makvana Maheshbhai Jethabhai,Indian National Congress,57968,440,58408,38.58,Gujarat-Kodinar -92,2.0
4,Valjibhai Karshanbhai Makvana,Aam Aadmi Party,10451,287,10738,7.09,Gujarat-Kodinar -92,3.0
6,Nota,None of the Above,2013,12,2025,1.34,Gujarat-Kodinar -92,4.0
5,Vadhel Dipsinh Govindbhai,Independent,1345,8,1353,0.89,Gujarat-Kodinar -92,5.0
3,Sosa Balubhai Pithabhai,Bahujan Samaj Party,1089,6,1095,0.72,Gujarat-Kodinar -92,6.0
3,Kandhalbhai Sarmanbhai Jadeja,Samajwadi Party,60163,581,60744,46.94,Gujarat-Kutiyana -84,1.0
1,Dheliben Maldebhai Odedara,Bharatiya Janata Party,33532,500,34032,26.3,Gujarat-Kutiyana -84,2.0
5,Bhimabhai Danabhai Makvana,Aam Aadmi Party,19273,284,19557,15.11,Gujarat-Kutiyana -84,3.0
2,Nathabhai Bhurabhai Odedara,Indian National Congress,8672,169,8841,6.83,Gujarat-Kutiyana -84,4.0
14,Nota,None of the Above,1933,30,1963,1.52,Gujarat-Kutiyana -84,5.0
4,Butani Rajeshbhai Maganbhai,Rashtriya Hind Ekta Dal,1119,7,1126,0.87,Gujarat-Kutiyana -84,6.0
12,Mukeshbhai  Lakhaman Vaghasiya,Independent,786,2,788,0.61,Gujarat-Kutiyana -84,7.0
13,Rajeshbhai Laxmidas Madlani,Independent,484,0,484,0.37,Gujarat-Kutiyana -84,8.0
9,Nimeshbhai Mansukhbhai Bhundiya,Independent,427,3,430,0.33,Gujarat-Kutiyana -84,9.0
10,Prakashbhai Madhavjibhai Jungi,Independent,352,4,356,0.28,Gujarat-Kutiyana -84,10.0
8,Chandulal  Mohanbhai Rathod,Independent,344,3,347,0.27,Gujarat-Kutiyana -84,11.0
11,Milankumar Madhavji Chauhan,Independent,333,3,336,0.26,Gujarat-Kutiyana -84,12.0
6,Ajay Karabhai  Odedara,Independent,237,5,242,0.19,Gujarat-Kutiyana -84,13.0
7,Anand Krashnakant Buch,Independent,154,1,155,0.12,Gujarat-Kutiyana -84,14.0
1,Janakbhai Talaviya,Bharatiya Janata Party,64465,401,64866,49.12,Gujarat-Lathi -96,1.0
2,Virjibhai Thummar,Indian National Congress,35390,202,35592,26.95,Gujarat-Lathi -96,2.0
5,Jayshukhbhai Ravajibhai Detroja (Doli),Aam Aadmi Party,26431,212,26643,20.17,Gujarat-Lathi -96,3.0
8,Nota,None of the Above,2028,12,2040,1.54,Gujarat-Lathi -96,4.0
3,Jagdishchandra Mayani,Vyavastha Parivartan Party,935,4,939,0.71,Gujarat-Lathi -96,5.0
7,Munabhai Nakubhai Bavaliya,Independent,799,0,799,0.61,Gujarat-Lathi -96,6.0
6,Dilabhai Koreja,Independent,776,3,779,0.59,Gujarat-Lathi -96,7.0
4,J.R.Parmar,Right to Recall Party,399,3,402,0.3,Gujarat-Lathi -96,8.0
4,Sangitaben Rajendra Patil,Bharatiya Janata Party,95515,181,95696,53.44,Gujarat-Limbayat -163,1.0
6,Pankajbhai Tayade,Aam Aadmi Party,37545,142,37687,21.05,Gujarat-Limbayat -163,2.0
2,Gopal D. Patil,Indian National Congress,29407,29,29436,16.44,Gujarat-Limbayat -163,3.0
5,Abdul Bashir Shaikh,All India Majlis-E-Ittehadul Muslimeen,5215,1,5216,2.91,Gujarat-Limbayat -163,4.0
45,Nota,None of the Above,1057,12,1069,0.6,Gujarat-Limbayat -163,5.0
1,Ayaz Kazi,Bahujan Samaj Party,971,1,972,0.54,Gujarat-Limbayat -163,6.0
31,Wasim Karim Shaikh,Independent,950,0,950,0.53,Gujarat-Limbayat -163,7.0
13,Anishaben Kureshi,Independent,868,2,870,0.49,Gujarat-Limbayat -163,8.0
16,Irfankhan Pathan,Independent,733,0,733,0.41,Gujarat-Limbayat -163,9.0
3,Bharatbhai B. Patel,Communist Party of India  (Marxist),538,2,540,0.3,Gujarat-Limbayat -163,10.0
36,Shah Samir Shaikhlal,Independent,312,0,312,0.17,Gujarat-Limbayat -163,11.0
15,Imrankhan Shokat Khan,Independent,279,0,279,0.16,Gujarat-Limbayat -163,12.0
20,Nasirshaha Naththushaha,Independent,270,0,270,0.15,Gujarat-Limbayat -163,13.0
39,Sabirabibi  Mohammad Yusuf Shaikh,Independent,269,0,269,0.15,Gujarat-Limbayat -163,14.0
32,Vasim Shaikh,Independent,255,0,255,0.14,Gujarat-Limbayat -163,15.0
17,Khalik Yusuf Shaikh,Independent,254,0,254,0.14,Gujarat-Limbayat -163,16.0
10,Shaikh Subhan Abudulla,Samajwadi Party,249,0,249,0.14,Gujarat-Limbayat -163,17.0
11,Akram Vahidulla Ansari,Independent,242,3,245,0.14,Gujarat-Limbayat -163,18.0
18,Javid Shaikh,Independent,244,0,244,0.14,Gujarat-Limbayat -163,19.0
33,Sami Akhtar Isaf Mohammad Shaikh,Independent,239,0,239,0.13,Gujarat-Limbayat -163,20.0
43,Hameed Madhavsang Rana,Independent,227,0,227,0.13,Gujarat-Limbayat -163,21.0
22,Pathan Bashirkhan,Independent,216,0,216,0.12,Gujarat-Limbayat -163,22.0
34,Shah Aiyub,Independent,183,0,183,0.1,Gujarat-Limbayat -163,23.0
9,Ram Murat Maurya (Comrade),SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),181,1,182,0.1,Gujarat-Limbayat -163,24.0
19,Nasrinbano Shaikh,Independent,176,0,176,0.1,Gujarat-Limbayat -163,25.0
38,Shaikh Salman,Independent,159,0,159,0.09,Gujarat-Limbayat -163,26.0
12,Azim Saiyad,Independent,153,0,153,0.09,Gujarat-Limbayat -163,27.0
41,Saiyad Mehmud,Independent,148,0,148,0.08,Gujarat-Limbayat -163,28.0
21,Patel Aamin Abdul Ghafar,Independent,147,0,147,0.08,Gujarat-Limbayat -163,29.0
29,Raybole Panjab,Independent,144,0,144,0.08,Gujarat-Limbayat -163,30.0
7,Ramzan Mansuri (Varisht Partrakar),Log Party,139,0,139,0.08,Gujarat-Limbayat -163,31.0
14,Arun Pathak (Gabbar),Independent,139,0,139,0.08,Gujarat-Limbayat -163,31.0
8,Rani Aziz Shaikh,Rashtriya Samaj Paksha,136,0,136,0.08,Gujarat-Limbayat -163,33.0
35,Shah Firoj Supadubhai,Independent,128,0,128,0.07,Gujarat-Limbayat -163,34.0
44,Hamid Shaikh,Independent,123,0,123,0.07,Gujarat-Limbayat -163,35.0
30,Rekhaben Satishbhai Patel,Independent,113,0,113,0.06,Gujarat-Limbayat -163,36.0
40,Sayarabanu Hamid Rana,Independent,113,0,113,0.06,Gujarat-Limbayat -163,36.0
37,Shaikh Yusuf,Independent,100,0,100,0.06,Gujarat-Limbayat -163,38.0
27,Ramjubhai Shaikh,Independent,90,0,90,0.05,Gujarat-Limbayat -163,39.0
42,Saiyad Suraiya Latif,Independent,87,0,87,0.05,Gujarat-Limbayat -163,40.0
24,Farukhasha Shabbirsha,Independent,84,0,84,0.05,Gujarat-Limbayat -163,41.0
23,Faruk Khan,Independent,77,0,77,0.04,Gujarat-Limbayat -163,42.0
25,Mohammad Nafis Islam Khan,Independent,74,0,74,0.04,Gujarat-Limbayat -163,43.0
28,Rashid Dadamiya Shaikh,Independent,74,0,74,0.04,Gujarat-Limbayat -163,43.0
26,Mohshin Shah,Independent,60,0,60,0.03,Gujarat-Limbayat -163,45.0
1,Kiritsinh Jitubha Rana,Bharatiya Janata Party,80665,1100,81765,44.5,Gujarat-Limbdi -61,1.0
4,Mayurbhai Merabhai Sakariya,Aam Aadmi Party,57529,1090,58619,31.9,Gujarat-Limbdi -61,2.0
2,Kalpanaben Bijalbhai Dhoriya,Indian National Congress,32443,486,32929,17.92,Gujarat-Limbdi -61,3.0
16,Nota,None of the Above,2602,43,2645,1.44,Gujarat-Limbdi -61,4.0
5,Rajesh Dalal,Garvi Gujarat Party,1604,9,1613,0.88,Gujarat-Limbdi -61,5.0
7,Jayesh Hansrajbhai Thakor (Tamboliya),Independent,1596,6,1602,0.87,Gujarat-Limbdi -61,6.0
3,Gabu Nagjibhai Mohanbhai,Rashtra Nirman Party,839,9,848,0.46,Gujarat-Limbdi -61,7.0
14,Rahulbhai Madhabhai Zarmariya,Independent,747,4,751,0.41,Gujarat-Limbdi -61,8.0
15,Lakhmanbhai Chaturbhai Velani,Independent,714,1,715,0.39,Gujarat-Limbdi -61,9.0
10,Makwana Prakashbhai Pitambarbhai,Independent,597,1,598,0.33,Gujarat-Limbdi -61,10.0
13,Rathod Yogeshbhai Jethabhai,Independent,498,2,500,0.27,Gujarat-Limbdi -61,11.0
12,Mavjibhai Viththalbhai Panchala,Independent,282,7,289,0.16,Gujarat-Limbdi -61,12.0
6,Chavda Mahendrakumar Maganbhai,Independent,264,5,269,0.15,Gujarat-Limbdi -61,13.0
9,Parmar Dilipbhai Mohanbhai,Independent,236,7,243,0.13,Gujarat-Limbdi -61,14.0
11,Makvana Maheshbhai Merabhai,Independent,239,0,239,0.13,Gujarat-Limbdi -61,15.0
8,Dhoriya Rameshbhai Bhavabhai,Independent,136,1,137,0.07,Gujarat-Limbdi -61,16.0
3,Bhabhor Shaileshbhai Sumanbhai,Bharatiya Janata Party,69067,350,69417,46.13,Gujarat-Limkheda -131,1.0
4,Baria Nareshbhai Punabhai,Aam Aadmi Party,65039,715,65754,43.69,Gujarat-Limkheda -131,2.0
1,Gondiya Rameshkumar Badiyabhai,Indian National Congress,8059,34,8093,5.38,Gujarat-Limkheda -131,3.0
5,Laxmansinh Lalsingbhai Vadkiya,Independent,2839,1,2840,1.89,Gujarat-Limkheda -131,4.0
6,Nota,None of the Above,2355,2,2357,1.57,Gujarat-Limkheda -131,5.0
2,Nisarata Nileshbhai Lalsingbhai,Communist Party of India  (Marxist),2027,0,2027,1.35,Gujarat-Limkheda -131,6.0
1,Gulabsinh Somsinh Chauhan,Indian National Congress,71326,761,72087,39.19,Gujarat-Lunawada -122,1.0
3,Sevak Jigneshkumar Ambalal,Bharatiya Janata Party,45071,396,45467,24.72,Gujarat-Lunawada -122,2.0
7,Jayprakash Purushottambhai Patel (J.P.),Independent,42709,1040,43749,23.78,Gujarat-Lunawada -122,3.0
6,Khant Shakanbhai Motibhai,Independent,9548,32,9580,5.21,Gujarat-Lunawada -122,4.0
5,Natvarsinh Motisinh Solanki,Aam Aadmi Party,5654,263,5917,3.22,Gujarat-Lunawada -122,5.0
9,Nota,None of the Above,3281,7,3288,1.79,Gujarat-Lunawada -122,6.0
8,Pushpa Vikramsinh Malivad (Damor),Independent,1484,7,1491,0.81,Gujarat-Lunawada -122,7.0
2,Makwana Rameshbhai Sundarbhai,Bahujan Samaj Party,1374,2,1376,0.75,Gujarat-Lunawada -122,8.0
4,Nat Parvatiben Prabhatbhai,Praja Vijay Paksh,1004,1,1005,0.55,Gujarat-Lunawada -122,9.0
1,Patel Mukeshkumar D.,Bharatiya Janata Party,98127,689,98816,56.07,Gujarat-Mahesana -25,1.0
3,P.K.  Patel,Indian National Congress,52403,619,53022,30.09,Gujarat-Mahesana -25,2.0
4,Patel Dishantbhai Dhanjibhai(Bhagat),Aam Aadmi Party,14609,602,15211,8.63,Gujarat-Mahesana -25,3.0
11,Raval Anandkumar Manilal,Independent,2711,11,2722,1.54,Gujarat-Mahesana -25,4.0
14,Nota,None of the Above,2422,27,2449,1.39,Gujarat-Mahesana -25,5.0
2,Vasudev Tribhovandas Parmar,Bahujan Samaj Party,816,3,819,0.46,Gujarat-Mahesana -25,6.0
5,Nimesh Atmaram Patel,Gunj Satya Ni Janata Party,817,0,817,0.46,Gujarat-Mahesana -25,7.0
13,Snehal Ganpatbhai Vaghela,Independent,560,4,564,0.32,Gujarat-Mahesana -25,8.0
6,Thakor Arjanji Mohanji,Independent,467,3,470,0.27,Gujarat-Mahesana -25,9.0
12,Seta Mahomadjubed Ayubbhai (Jakhami),Independent,448,1,449,0.25,Gujarat-Mahesana -25,10.0
